postcode,easting,northing,soilType,elevation,nearestWatercourse,distanceToWatercourse,localAuthority
RG14 7UT,447674,165643,Unsurveyed/Urban,120,,1930.0,West Berkshire
RG21 7TS,463888,152391,Unsurveyed/Urban,80,River Loddon,410.0,Basingstoke and Deane
TN21 8AN,558399,120720,Luvisols,130,Waldron Gill,3300.0,Wealden
RG22 5SF,457900,150800,Leptosols,110,River Loddon,5790.0,Basingstoke and Deane
SP7 0DE,388218,120327,Planosols,120,,90.0,Dorset
ME15 7BN,577204,154274,Luvisols,60,River Len,920.0,Maidstone
BS37 4BS,370653,182318,Unsurveyed/Urban,80,River Frome,1030.0,South Gloucestershire
BN15 9UJ,517287,104406,Unsurveyed/Urban,10,,840.0,Adur
RG1 3AB,472032,173407,Unsurveyed/Urban,40,Kennet and Avon Canal,330.0,Reading
RG21 1TX,462974,151959,Unsurveyed/Urban,90,River Loddon,600.0,Basingstoke and Deane
PL3 4HB,247352,55369,Unsurveyed/Urban,20,River Plym,2590.0,Plymouth
PO32 6GA,450898,94184,Luvisols,40,River Medina,680.0,Isle of Wight
TA8 2ZL,330750,149102,Unsurveyed/Urban,10,Burnham Rhyne,110.0,Sedgemoor
SO23 8SN,449521,129527,Unsurveyed/Urban,80,River Itchen,1280.0,Winchester
BR5 1AH,543789,167088,Unsurveyed/Urban,80,,870.0,Bromley
TR13 8HF,165714,27339,Unsurveyed/Urban,20,River Cober,870.0,Cornwall
DT6 6HE,344539,93120,Cambisols,30,River Simene,1120.0,Dorset
EX16 4PX,297307,112058,Unsurveyed/Urban,100,Grand Western Canal,5310.0,Mid Devon
DT1 2WD,368744,90712,Unsurveyed/Urban,80,River Frome,910.0,Dorset
CT10 1PH,639338,167594,Unsurveyed/Urban,30,River Stour,6930.0,Thanet
SO30 4XX,447681,113070,Planosols,60,,1680.0,Eastleigh
TN2 3ZZ,559827,140856,Unsurveyed/Urban,110,,880.0,Tunbridge Wells
TA18 7RP,347178,111381,Cambisols,40,,360.0,South Somerset
BA14 8DP,385988,158032,Unsurveyed/Urban,40,Paxcroft Brook,630.0,Wiltshire
SM1 4EG,525812,164922,Unsurveyed/Urban,40,Pyl Brook,3270.0,Sutton
BR7 5RP,543438,169412,Unsurveyed/Urban,80,Kyd Brook,480.0,Bromley
BA3 2NX,365570,153513,Unsurveyed/Urban,110,River Somer,1400.0,Bath and North East Somerset
TQ7 2SF,280836,43027,Cambisols,60,,1150.0,South Hams
RG26 3HS,460024,161902,Luvisols,90,Bishop's Wood Stream,440.0,Basingstoke and Deane
SW12 0BA,529843,173569,Unsurveyed/Urban,30,River Thames,4520.0,Lambeth
PO18 9LD,480205,108255,Luvisols,30,,500.0,Chichester
TN32 5QG,578185,122459,Planosols,100,,1560.0,Rother
DA15 7ZD,546143,172855,Unsurveyed/Urban,30,Wyncham Stream,870.0,Bexley
TR6 0HG,175781,53837,Cambisols,30,,320.0,Cornwall
BA5 1HE,349364,149158,Leptosols,50,,630.0,Mendip
GU1 9BQ,499050,150523,Unsurveyed/Urban,30,River Wey,1030.0,Guildford
PL15 9RU,237172,90143,Cambisols,100,,840.0,Torridge
SO1 5JU,440736,113983,Unsurveyed/Urban,30,Holly Brook,1390.0,Southampton
GU9 7UR,484483,147290,Unsurveyed/Urban,70,River Wey,460.0,Waverley
SP10 4LD,435697,147197,Luvisols,80,,530.0,Test Valley
TR14 0YB,164200,38400,Histosols,80,,1630.0,Cornwall
PL7 4QG,253160,57396,Cambisols,50,Tory Brook,710.0,Plymouth
SW20 2DU,524321,170180,Unsurveyed/Urban,20,River Wandle,3040.0,Merton
BA2 4DL,375378,165038,Unsurveyed/Urban,20,River Avon,510.0,Bath and North East Somerset
PL9 8NT,253033,53255,Unsurveyed/Urban,60,Billacombe Brook,1190.0,Plymouth
BS15 3AP,363388,172227,Unsurveyed/Urban,50,River Avon,850.0,South Gloucestershire
SW11 2US,527588,175552,Unsurveyed/Urban,10,River Thames,1520.0,Wandsworth
HA6 1LD,509871,189864,Unsurveyed/Urban,80,Yeading Brook,3190.0,Hillingdon
BN15 9DL,518140,104557,Unsurveyed/Urban,10,,1540.0,Adur
RG27 9GR,474361,155025,Planosols,70,,590.0,Hart
KT3 3QX,520150,168395,Unsurveyed/Urban,20,Hogsmill River,1190.0,Kingston upon Thames
TN23 1NJ,601105,142666,Unsurveyed/Urban,50,Great Stour,240.0,Ashford
RG12 4AG,487100,167700,Unsurveyed/Urban,80,,660.0,Bracknell Forest
BN26 9AY,558207,105054,Unsurveyed/Urban,20,,440.0,Wealden
BH24 3AE,415241,104545,Unsurveyed/Urban,20,Bickerley Millstream,580.0,New Forest
GU21 6DQ,499991,158672,Unsurveyed/Urban,30,Basingstoke Canal,1360.0,Woking
RG28 7AY,446089,147995,Luvisols,70,River Test,560.0,Basingstoke and Deane
SE10 0SP,539573,178707,Unsurveyed/Urban,10,River Thames,1360.0,Greenwich
SO40 4SE,439035,110577,Gleysols,10,,380.0,New Forest
BN4 4NQ,525100,105000,Unsurveyed/Urban,10,River Adur,1660.0,Adur
BH21 7JX,406233,105648,Podsols,40,,320.0,Dorset
PO7 9FH,467346,110204,Stagnosols,40,,930.0,Havant
PO20 6UF,494073,105374,Luvisols,10,,2030.0,Arun
GU35 8LU,482651,136034,Luvisols,100,River Wey,1900.0,East Hampshire
SE11 5NU,530672,178481,Unsurveyed/Urban,10,River Thames,1800.0,Lambeth
RG10 0DS,479589,174046,Gleysols,40,,510.0,Wokingham
RG12 3JW,488509,167982,Gleysols,80,Bull Brook,380.0,Bracknell Forest
TR7 2DX,181056,61014,Unsurveyed/Urban,40,River Gannel,370.0,Cornwall
KT16 8YU,504145,166758,Unsurveyed/Urban,20,The Bourne,420.0,Runnymede
TQ5 0HH,290237,53340,Cambisols,160,,1140.0,South Hams
UB3 9GJ,510140,179496,Unsurveyed/Urban,30,Grand Union Canal,570.0,Hillingdon
TN11 8PB,554728,148821,Planosols,60,,1070.0,Tonbridge and Malling
CR9 2UZ,532297,166149,Unsurveyed/Urban,50,River Wandle,3000.0,Croydon
SO18 5RD,446964,113114,Unsurveyed/Urban,70,,2340.0,Southampton
SP10 4HF,434900,147000,Unsurveyed/Urban,70,,530.0,Test Valley
CT13 0GJ,631034,154821,Cambisols,20,South Stream,1010.0,Dover
ME3 9JF,578153,172923,Luvisols,40,,1030.0,Medway
BA11 6AG,380184,154342,Cambisols,40,River Frome,470.0,Mendip
SW9 0JY,530900,177100,Unsurveyed/Urban,10,River Thames,2580.0,Lambeth
PO6 4YL,463297,106053,Unsurveyed/Urban,20,,2870.0,Portsmouth
SN12 7AX,391243,164806,Unsurveyed/Urban,40,River Avon,660.0,Wiltshire
CR8 2ZZ,532904,165801,Unsurveyed/Urban,60,River Wandle,3530.0,Croydon
ME9 7QY,582414,161664,Leptosols,110,,6520.0,Maidstone
SE13 6YP,538116,175234,Unsurveyed/Urban,10,Ravensbourne River,190.0,Lewisham
KT8 1RT,513600,168847,Unsurveyed/Urban,10,River Thames,350.0,Elmbridge
BN11 1QJ,514700,102400,Unsurveyed/Urban,10,,2420.0,Worthing
BN17 7PX,502531,104086,Luvisols,0,Black Ditch,350.0,Arun
PL7 3QF,253578,55967,Unsurveyed/Urban,30,Long Brook,450.0,Plymouth
TA6 5AW,330199,137134,Unsurveyed/Urban,10,River Parrett,230.0,Sedgemoor
RH7 6XZ,538527,143501,Luvisols,70,Eden Brook,670.0,Tandridge
ME5 7DY,577390,166096,Unsurveyed/Urban,30,Tower Reach,3830.0,Medway
BA11 9BH,376784,148398,Arenosols,110,River Frome,1190.0,Mendip
BH10 5LP,407296,96461,Unsurveyed/Urban,20,,420.0,"Bournemouth, Christchurch and Poole"
EX16 4NH,298265,112622,Cambisols,90,Grand Western Canal,4200.0,Mid Devon
GU9 0LX,484417,149325,Unsurveyed/Urban,140,Blackwater River,1090.0,Waverley
TN34 3UA,582533,111180,Unsurveyed/Urban,80,,1500.0,Hastings
BA11 4AX,377300,147200,Unsurveyed/Urban,100,River Frome,1710.0,Mendip
SO14 0YA,443207,113321,Unsurveyed/Urban,0,River Itchen,570.0,Southampton
RG7 2YP,466590,164247,Planosols,70,Foudry Brook,850.0,West Berkshire
SP5 1LY,427600,130159,Leptosols,90,,2340.0,Test Valley
CT9 9FA,635669,170760,Unsurveyed/Urban,10,Brooksend Stream,7990.0,Thanet
CT11 7JX,638145,165725,Unsurveyed/Urban,20,River Stour,4760.0,Thanet
OX3 9SS,456585,210404,Leptosols,130,Bayswater Brook,2130.0,South Oxfordshire
OX11 7NJ,452413,190798,Gleysols,60,Moor Ditch,1460.0,South Oxfordshire
PO5 1LJ,464638,99300,Unsurveyed/Urban,10,,2420.0,Portsmouth
RH11 9RD,526261,133776,Cambisols,120,,520.0,Crawley
EX33 2NU,246761,136246,Cambisols,10,,670.0,North Devon
TQ7 2PY,281840,44930,Cambisols,40,,630.0,South Hams
BS21 6TY,341260,167096,Gleysols,10,Little River,1240.0,North Somerset
RG9 9FN,476113,182461,Unsurveyed/Urban,40,River Thames,520.0,South Oxfordshire
KT4 8ST,522819,165610,Unsurveyed/Urban,30,Pyl Brook,1640.0,Sutton
SO9 7XD,444790,113728,Unsurveyed/Urban,40,River Itchen,1570.0,Southampton
RG14 1PN,446546,168183,Unsurveyed/Urban,80,River Lambourn,300.0,West Berkshire
TW15 1DU,507982,171476,Unsurveyed/Urban,20,River Ash,1950.0,Spelthorne
BA4 5HG,361917,143916,Unsurveyed/Urban,130,River Sheppey,320.0,Mendip
SE9 3NN,542482,172868,Unsurveyed/Urban,50,,760.0,Greenwich
BN8 6BD,550967,110084,Stagnosols,20,,1160.0,Wealden
BS15 8ZQ,364961,173716,Unsurveyed/Urban,110,River Avon,2810.0,South Gloucestershire
SN6 6PA,404250,193759,Cambisols,80,River Thames,240.0,Wiltshire
EX8 2YA,301330,81014,Unsurveyed/Urban,50,Littleham Brook,840.0,East Devon
GU24 8PN,497824,162262,Histosols,30,Mill Bourne,330.0,Surrey Heath
TA6 3DW,329806,137071,Unsurveyed/Urban,10,Bridgwater and Taunton Canal,170.0,Sedgemoor
ME5 7WP,575850,167644,Unsurveyed/Urban,20,Tower Reach,1650.0,Medway
TR14 7QB,164476,39570,Unsurveyed/Urban,110,Red River,1490.0,Cornwall
TR8 4AX,183035,60764,Cambisols,50,,560.0,Cornwall
TA21 8AS,313729,120390,Unsurveyed/Urban,80,,940.0,Somerset West and Taunton
SW15 1TB,523900,175100,Unsurveyed/Urban,10,River Thames,990.0,Wandsworth
SO15 3PR,440109,113463,Unsurveyed/Urban,20,Holly Brook,1760.0,Southampton
SE28 8JE,547061,180891,Unsurveyed/Urban,0,River Thames,630.0,Greenwich
EX4 1JX,291032,91753,Unsurveyed/Urban,10,River Exe,1170.0,Exeter
DT1 1PQ,370702,90181,Leptosols,60,River Frome,450.0,Dorset
PO38 2HF,448348,78392,Luvisols,80,,870.0,Isle of Wight
CR3 5TL,532748,156256,Unsurveyed/Urban,170,,3900.0,Tandridge
BS34 5SA,359393,181106,Unsurveyed/Urban,80,Henbury Trym,1970.0,South Gloucestershire
SN6 6QN,405700,194100,Cambisols,80,River Thames,1720.0,Wiltshire
EX23 9TD,223117,104680,Cambisols,40,,770.0,Cornwall
GU34 3JS,474207,133585,Luvisols,120,The Well Head Stream,210.0,East Hampshire
SO53 2UA,444065,121204,Unsurveyed/Urban,40,Monks Brook,1250.0,Eastleigh
RG30 4XZ,470135,173949,Unsurveyed/Urban,40,,1640.0,Reading
BS5 7RJ,363386,174240,Unsurveyed/Urban,80,River Frome,2130.0,"Bristol, City of"
TR12 6BB,168495,25383,Cambisols,80,,1090.0,Cornwall
KT13 0LN,508800,163200,Unsurveyed/Urban,50,River Mole,2800.0,Elmbridge
RG30 6UN,468177,174383,Unsurveyed/Urban,50,River Thames,550.0,Reading
PO13 9HU,456485,100459,Unsurveyed/Urban,10,River Alver,1970.0,Gosport
CT5 1PX,611680,165736,Unsurveyed/Urban,30,,1330.0,Canterbury
SM1 3WQ,525907,163866,Unsurveyed/Urban,60,Pyl Brook,4120.0,Sutton
PO8 0WF,467346,110204,Stagnosols,40,,930.0,Havant
SN10 5LZ,399507,158579,Planosols,80,,1200.0,Wiltshire
CT14 6NG,637742,153497,Unsurveyed/Urban,0,,1150.0,Dover
RH20 1NT,501059,113749,Stagnosols,10,,920.0,Chichester
BH6 3JW,413839,92119,Unsurveyed/Urban,20,River Stour,970.0,"Bournemouth, Christchurch and Poole"
SE9 4WA,542733,174310,Unsurveyed/Urban,60,,1130.0,Greenwich
SO2 7EW,444085,111511,Unsurveyed/Urban,20,River Itchen,1440.0,Southampton
BS1 4TD,358701,173122,Unsurveyed/Urban,10,River Frome,870.0,"Bristol, City of"
UB3 9PH,510140,179496,Unsurveyed/Urban,30,Grand Union Canal,570.0,Hillingdon
BS4 3NS,361687,171248,Unsurveyed/Urban,40,Brislington Brook,430.0,"Bristol, City of"
SE7 7NU,541015,178000,Unsurveyed/Urban,20,Woolwich Reach,2850.0,Greenwich
BN3 3UN,529099,105474,Unsurveyed/Urban,30,River Adur,5680.0,Brighton and Hove
RG4 5AJ,472109,174875,Unsurveyed/Urban,40,River Thames,670.0,Reading
SE19 1ZN,533373,170622,Unsurveyed/Urban,110,,3060.0,Croydon
GU13 9LE,481518,153071,Unsurveyed/Urban,80,Basingstoke Canal,710.0,Hart
BS35 4AT,357659,189291,Luvisols,20,Old Splott Branch Rhine,1020.0,South Gloucestershire
TN29 0LN,610505,129962,Gleysols,0,Hoorne's Sewer,330.0,Folkestone and Hythe
SE22 8LF,534353,173378,Unsurveyed/Urban,50,Pool River,3040.0,Southwark
SO40 9BJ,435846,112873,Unsurveyed/Urban,10,Bartley Water,920.0,New Forest
ME4 6JH,575100,165200,Unsurveyed/Urban,110,Wickham Reach,3120.0,Medway
BN24 5FY,562207,104490,Planosols,20,Willingdon and West Langney Sewer,1630.0,Wealden
CR9 1HX,532281,165353,Unsurveyed/Urban,50,River Wandle,2880.0,Croydon
TQ9 5UD,281131,59988,Unsurveyed/Urban,10,River Dart,730.0,South Hams
PL28 8DW,191986,75071,Unsurveyed/Urban,20,,280.0,Cornwall
BH9 3YF,409149,94342,Unsurveyed/Urban,30,River Stour,2350.0,"Bournemouth, Christchurch and Poole"
TW9 2YU,517837,175249,Unsurveyed/Urban,10,,1180.0,Richmond upon Thames
BH14 9ZH,403680,91738,Unsurveyed/Urban,30,,2310.0,"Bournemouth, Christchurch and Poole"
SP11 6SL,437530,147137,Cambisols,70,River Anton,1560.0,Test Valley
PL26 8ES,198654,60135,Histosols,180,River Fal,1280.0,Cornwall
BH4 9XQ,408092,92378,Unsurveyed/Urban,40,The Bourne,960.0,"Bournemouth, Christchurch and Poole"
PO5 2DU,464380,98754,Unsurveyed/Urban,10,,2470.0,Portsmouth
PL11 3TN,232079,54035,Cambisols,60,Treliddon Lake,230.0,Cornwall
EX39 5PT,235858,121279,Cambisols,190,,1190.0,Torridge
PL26 6DY,201550,45510,Leptosols,70,,460.0,Cornwall
SO3 4TL,449621,114061,Planosols,20,,510.0,Eastleigh
EX5 4EG,293772,97195,Cambisols,20,River Culm,310.0,East Devon
PO19 4PE,486383,105688,Unsurveyed/Urban,20,River Lavant,1100.0,Chichester
TQ9 6QP,284503,57580,Cambisols,40,,520.0,South Hams
SW2 2QU,531385,173579,Unsurveyed/Urban,50,River Thames,5700.0,Lambeth
TQ2 8PN,291100,67205,Unsurveyed/Urban,100,,1860.0,Torbay
TA3 7BJ,324690,122377,Gleysols,20,Broughton Brook,2020.0,Somerset West and Taunton
BS6 9DX,359111,174517,Unsurveyed/Urban,30,,480.0,"Bristol, City of"
CT6 7AF,619902,166722,Cambisols,30,,1530.0,Canterbury
SE1P 5DW,533378,178838,Unsurveyed/Urban,10,Upper Pool,1400.0,Southwark
BH20 6DX,383987,86142,Luvisols,30,River Win,1300.0,Dorset
RH14 0RR,506078,130669,Planosols,20,River Lox,150.0,Chichester
BS48 1NG,351103,169891,Planosols,30,Land Yeo,310.0,North Somerset
TN37 6NE,580057,110289,Unsurveyed/Urban,60,Hollington Stream,1260.0,Hastings
RH6 9GY,528749,142646,Unsurveyed/Urban,60,Gatwick Stream,3130.0,Reigate and Banstead
SL6 1LR,488842,180908,Unsurveyed/Urban,30,White Brook,1530.0,Windsor and Maidenhead
SE22 0YX,534490,174230,Unsurveyed/Urban,40,Pool River,3500.0,Southwark
BS1 6RG,359100,172100,Unsurveyed/Urban,10,River Avon,60.0,"Bristol, City of"
BN1 5NW,529813,106767,Unsurveyed/Urban,90,West Arm,7470.0,Brighton and Hove
SO1 1FL,443072,111168,Unsurveyed/Urban,10,River Itchen,1720.0,Southampton
TW3 3SN,513388,174696,Unsurveyed/Urban,20,River Crane,1510.0,Hounslow
BN15 0AT,515817,105187,Luvisols,10,,760.0,Adur
CR0 3DB,530444,166982,Unsurveyed/Urban,40,,2100.0,Croydon
UB7 0NY,505009,183132,Unsurveyed/Urban,30,River Colne,1320.0,Hillingdon
SO53 3XF,444617,119991,Luvisols,20,,230.0,Eastleigh
BN43 5LS,520500,104343,Unsurveyed/Urban,10,,540.0,Adur
SO2 0HR,442444,113082,Unsurveyed/Urban,10,River Itchen,1090.0,Southampton
SN15 2ZU,391974,173638,Unsurveyed/Urban,60,River Avon,800.0,Wiltshire
RH5 5BT,521099,140473,Stagnosols,80,,40.0,Mole Valley
RG9 5NE,469651,182054,Luvisols,120,River Thames,6330.0,South Oxfordshire
PO19 2JT,486706,104473,Unsurveyed/Urban,10,River Lavant,1000.0,Chichester
ME9 0BY,592893,157183,Leptosols,90,Great Stour,6990.0,Swale
TA6 5JG,330745,136851,Unsurveyed/Urban,10,River Parrett,750.0,Sedgemoor
TR18 2NA,147398,30208,Unsurveyed/Urban,20,Larriggan River,2230.0,Cornwall
RH16 4FT,533635,122917,Unsurveyed/Urban,80,,1260.0,Mid Sussex
TR12 6LP,169833,23112,Cambisols,50,,640.0,Cornwall
RG3 4AB,468394,172761,Unsurveyed/Urban,70,,1430.0,Reading
DA14 6EZ,546436,171677,Unsurveyed/Urban,60,Wyncham Stream,1860.0,Bexley
SW15 4BH,522521,173252,Unsurveyed/Urban,40,,680.0,Wandsworth
SW17 0BA,525963,172019,Unsurveyed/Urban,10,River Wandle,650.0,Wandsworth
CT13 9BU,633113,157810,Unsurveyed/Urban,10,The Delf,1130.0,Dover
SE21 8RH,532756,172649,Unsurveyed/Urban,40,Pool River,4210.0,Lambeth
ME14 4LY,579059,151846,Unsurveyed/Urban,100,River Len,2980.0,Maidstone
BS23 4DB,332432,160129,Unsurveyed/Urban,10,Uphill Great Rhyne,1040.0,North Somerset
RH10 1PJ,527699,137026,Unsurveyed/Urban,70,Gatwick Stream,2610.0,Crawley
TN26 1NQ,600981,138267,Planosols,40,,1340.0,Ashford
SP7 9BG,389763,125653,Planosols,170,River Sem,1970.0,Wiltshire
BS15 5PR,370087,173326,Luvisols,80,River Boyd,500.0,South Gloucestershire
BA2 2PW,373766,162372,Unsurveyed/Urban,160,,1720.0,Bath and North East Somerset
PO8 8HS,469277,111791,Unsurveyed/Urban,60,,2690.0,Havant
BN23 6DS,563368,100858,Unsurveyed/Urban,10,Crumbles Sewer,570.0,Eastbourne
PO16 9SQ,462167,105467,Unsurveyed/Urban,10,Heavy Reach,3010.0,Fareham
BN18 9JT,501718,106874,Leptosols,10,River Arun,340.0,Arun
SO23 7NA,448651,133871,Unsurveyed/Urban,60,River Itchen,2070.0,Winchester
BA11 4BA,377099,147540,Unsurveyed/Urban,110,River Frome,1500.0,Mendip
BS99 3LZ,360204,173429,Unsurveyed/Urban,20,River Frome,820.0,"Bristol, City of"
SE1P 4NB,533378,178838,Unsurveyed/Urban,10,Upper Pool,1400.0,Southwark
GU9 8BU,485413,146860,Unsurveyed/Urban,90,River Wey,770.0,Waverley
TN37 6JE,580132,110123,Unsurveyed/Urban,50,,840.0,Hastings
BA3 4SF,361485,151117,Cambisols,210,,2880.0,Mendip
DT10 2AZ,372460,110777,Planosols,70,River Lydden,2000.0,Dorset
BH23 8AY,418427,97652,Histosols,20,River Mude,1590.0,New Forest
BS21 5HZ,340536,169902,Gleysols,10,Blind Yeo,420.0,North Somerset
DT1 2XA,368744,90712,Unsurveyed/Urban,80,River Frome,910.0,Dorset
SW19 8XR,524321,170180,Unsurveyed/Urban,20,River Wandle,3040.0,Merton
ME8 8TG,581425,163852,Luvisols,100,,5290.0,Medway
TA6 5AY,330069,137138,Unsurveyed/Urban,10,River Parrett,150.0,Sedgemoor
BR2 8XA,540421,169620,Unsurveyed/Urban,70,Ravens Bourne,860.0,Bromley
PL32 9YX,210622,83775,Cambisols,190,River Camel,510.0,Cornwall
BH23 1BG,415887,92671,Unsurveyed/Urban,0,Mill Stream,210.0,"Bournemouth, Christchurch and Poole"
SE12 9AJ,541155,174017,Unsurveyed/Urban,30,Quaggy River,310.0,Greenwich
TN17 2RL,570146,135184,Luvisols,100,,1110.0,Tunbridge Wells
SN4 4FX,407016,181495,Unsurveyed/Urban,90,Brinkworth Brook,440.0,Wiltshire
BR1 4QA,539991,171112,Unsurveyed/Urban,50,Ravensbourne River,1740.0,Bromley
RG14 7SX,447500,165600,Unsurveyed/Urban,120,,2090.0,West Berkshire
SW12 8BU,528587,173872,Unsurveyed/Urban,30,River Wandle,2790.0,Wandsworth
CR7 8RN,532595,168265,Unsurveyed/Urban,50,,3340.0,Croydon
KT13 8LS,507500,165800,Gleysols,10,River Thames,820.0,Elmbridge
UB8 2AZ,505246,182648,Unsurveyed/Urban,30,River Colne,910.0,Hillingdon
RG40 3NS,480551,165018,Podsols,70,,810.0,Wokingham
DT11 0DD,378037,102987,Cambisols,140,Devil's Brook,1180.0,Dorset
CT6 8SL,616761,168115,Unsurveyed/Urban,10,Plenty Brook,980.0,Canterbury
PL5 2DD,244934,59850,Arenosols,20,,900.0,Plymouth
TN25 7AQ,601764,138772,Planosols,40,,470.0,Ashford
PO20 0HQ,486008,93286,Unsurveyed/Urban,10,Selsey Rife,1600.0,Chichester
SO24 9RW,463376,138800,Luvisols,170,,6670.0,East Hampshire
BR1 9NJ,540421,169620,Unsurveyed/Urban,70,Ravens Bourne,860.0,Bromley
BN4 5TS,521200,105100,Unsurveyed/Urban,10,West Arm,270.0,Adur
BN17 7HH,502504,102742,Unsurveyed/Urban,10,River Arun,1180.0,Arun
BS22 0YT,337020,163486,Gleysols,10,River Banwell,1170.0,North Somerset
BN10 8FZ,541345,101349,Luvisols,40,River Ouse,3200.0,Lewes
GU22 9QY,500334,156179,Unsurveyed/Urban,30,Hoe Stream,1660.0,Woking
SE16 1AW,535748,179898,Unsurveyed/Urban,10,River Thames,750.0,Southwark
TQ9 7BQ,280488,50993,Cambisols,140,,770.0,South Hams
SL6 7WT,489271,180742,Luvisols,30,White Brook,1700.0,Windsor and Maidenhead
SO5 0JX,430400,123200,Luvisols,50,,480.0,Test Valley
CR7 8YL,532904,165801,Unsurveyed/Urban,60,River Wandle,3530.0,Croydon
SE1 7JZ,530700,179000,Unsurveyed/Urban,10,River Thames,1840.0,Lambeth
TW2 6NS,514632,173442,Unsurveyed/Urban,10,River Crane,290.0,Richmond upon Thames
ME17 4UL,574743,151294,Luvisols,110,,1580.0,Maidstone
EX14 8EL,316008,99768,Cambisols,110,The Gissage,90.0,East Devon
TN24 0YW,603591,142668,Luvisols,40,,340.0,Ashford
CT6 7QS,616050,167119,Unsurveyed/Urban,10,West Brook,850.0,Canterbury
BR3 4YG,535892,168177,Unsurveyed/Urban,40,,530.0,Bromley
BN16 4JS,506734,104386,Unsurveyed/Urban,10,,790.0,Arun
PL14 3FB,226082,64580,Cambisols,130,,700.0,Cornwall
CT18 8DZ,616265,140375,Cambisols,110,East Brook,710.0,Folkestone and Hythe
SO4 3PA,435423,114073,Unsurveyed/Urban,10,,740.0,New Forest
BR4 9EQ,539623,164475,Unsurveyed/Urban,90,The Beck,2810.0,Bromley
GU24 0JU,494738,155861,Podsols,40,,170.0,Guildford
BH2 6BN,407755,91626,Unsurveyed/Urban,10,The Bourne,200.0,"Bournemouth, Christchurch and Poole"
TN26 3UZ,592896,140296,Planosols,40,,690.0,Ashford
BS9 3FD,357041,176177,Unsurveyed/Urban,70,River Avon,2370.0,"Bristol, City of"
EX33 1YJ,256122,133191,Unsurveyed/Urban,10,River Yeo,510.0,North Devon
CR2 4HF,530400,160300,Unsurveyed/Urban,80,River Wandle,5190.0,Croydon
RH13 7YU,514782,127229,Planosols,50,,3340.0,Horsham
RG3 5HR,466087,173303,Unsurveyed/Urban,100,,1910.0,West Berkshire
KT22 7UD,516017,157209,Leptosols,50,River Mole,590.0,Mole Valley
GU24 9HU,495029,160918,Planosols,40,The Bourne,1320.0,Surrey Heath
RH9 8JQ,535926,146659,Planosols,60,Hookstile Gully,140.0,Tandridge
CT3 1YN,622000,158700,Cambisols,10,Little Stour,630.0,Canterbury
ME8 7LR,581267,166145,Unsurveyed/Urban,40,River Medway,4650.0,Medway
PL5 2DG,245251,59043,Unsurveyed/Urban,80,Ham Brook,1790.0,Plymouth
TN16 3QZ,541356,158395,Unsurveyed/Urban,170,,4230.0,Bromley
TR7 3JD,183372,62233,Unsurveyed/Urban,60,,870.0,Cornwall
SE1 9ZE,531900,180372,Unsurveyed/Urban,10,River Thames,230.0,Southwark
PO2 9JL,465200,102800,Unsurveyed/Urban,10,,2190.0,Portsmouth
GU15 9ST,487644,160792,Unsurveyed/Urban,90,,700.0,Surrey Heath
SN10 2DW,401222,161714,Luvisols,130,Kennet and Avon Canal,5300.0,Wiltshire
SM1 3QF,526926,164911,Unsurveyed/Urban,40,,1130.0,Sutton
GU22 2JB,500740,158617,Unsurveyed/Urban,40,Basingstoke Canal,1020.0,Woking
EX14 8UH,315184,99589,Cambisols,120,River Otter,1120.0,East Devon
GU22 2TG,500528,158974,Unsurveyed/Urban,30,Basingstoke Canal,780.0,Woking
GU2 9AG,498303,152460,Planosols,50,,770.0,Guildford
SE1 5NL,533320,178702,Unsurveyed/Urban,10,Upper Pool,1550.0,Southwark
EX35 6YU,272578,149300,Cambisols,20,East Lyn River,880.0,North Devon
ME7 3RE,579287,163946,Leptosols,110,Tower Reach,6690.0,Medway
SE5 7ST,533012,177295,Unsurveyed/Urban,10,River Thames,4360.0,Southwark
RG6 4EU,475389,170546,Planosols,50,River Loddon,1210.0,Wokingham
RH10 1DJ,526993,136858,Unsurveyed/Urban,70,Gatwick Stream,3020.0,Crawley
RG42 4HW,484246,170992,Planosols,80,The Cut,1660.0,Bracknell Forest
PO14 3LZ,454796,102079,Unsurveyed/Urban,10,River Meon,2560.0,Fareham
SO4 1TJ,444841,102034,Unsurveyed/Urban,20,Dark Water,1290.0,New Forest
BH22 9NF,407553,101031,Unsurveyed/Urban,30,,1130.0,Dorset
SO21 3ZJ,447144,138606,Leptosols,70,River Dever,1140.0,Winchester
BR3 5FT,538086,169783,Unsurveyed/Urban,50,Ravensbourne River,1540.0,Bromley
BR1 4FA,539183,170560,Unsurveyed/Urban,50,Ravensbourne River,1190.0,Bromley
RG7 4GJ,460685,166677,Gleysols,60,River Kennet,270.0,West Berkshire
DT2 8BT,375735,88970,Luvisols,60,,1290.0,Dorset
RH10 3SY,529369,139388,Luvisols,70,Gatwick Stream,990.0,Crawley
TQ2 5PB,291531,63673,Unsurveyed/Urban,60,,1300.0,Torbay
ME10 3JH,590841,164232,Leptosols,10,,1660.0,Swale
SW2 3DX,531535,173059,Unsurveyed/Urban,40,River Thames,6230.0,Lambeth
SO1 9LB,438135,115175,Unsurveyed/Urban,20,Tanner's Brook,1270.0,Southampton
SO4 6BL,442242,107930,Unsurveyed/Urban,10,,710.0,New Forest
KT13 3FP,507459,164947,Unsurveyed/Urban,20,River Wey,500.0,Elmbridge
